gene_symbol	GSM1624229	GSM1868813	GSM1868814	GSM1868819	GSM1868820	GSM1868821	GSM1868816	GSM1868810	GSM1624232	GSM1624230	GSM1624236	GSM1868817	GSM1868823	GSM1868818	GSM1624227	GSM1624223	GSM1868822	GSM1868815	GSM1868812	GSM1624235	GSM1624233	GSM1868811	GSM1624225	GSM1624226	GSM1624237	GSM1624222	GSM1624228	GSM1624234	GSM1624231	GSM1624224
INPP5F	149	76	416	1256	207	823	30	61	656	785	619	1185	71	55	28	15	11	21	6101	2672	2154	682	40	1084	119	2285	490	461	140	1120
INPP5J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5K	9	286	8	1032	1	8	94	39	682	372	5	39	2650	0	13	174	20	0	1	2	218	764	0	1	69	1758	6	32	154	700
INPPL1	46	20	0	1	0	0	0	1963	0	0	1	1192	0	139	90	143	0	0	1	4	0	7	0	0	136	0	0	0	0	208
INS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSC	62	0	3	1	1	0	4	1	14	2	1	16	2	0	0	0	2	1	1	161	4	0	2	2	3	19	1	2	2	0
INSIG1	4	0	458	0	0	0	833	418	5	134	337	0	0	88	0	0	0	70	0	0	645	0	38	2554	30	0	0	34	13	0
INSIG2	2337	82	0	0	0	0	1	6	0	0	2	0	0	0	0	1194	0	0	0	18	981	143	890	147	50	0	0	0	0	0
INSL3	0	0	9	0	0	4	0	1	0	0	0	0	0	0	6	0	8	0	0	0	4	0	0	0	4	0	0	0	0	0
INSL4	153	2	0	0	0	2	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	92	0	0	61	0	0	0	0
INSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSL6	69	14	220	14	0	25	44	25	5	0	26	1	0	0	25	74	89	41	131	62	1	163	11	0	13	27	0	77	0	0
INSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
INSM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSR	604	33	140	1833	1685	5416	114	1797	1	5	3	9818	4251	30	3	85	2886	178	1137	27	663	150	20	564	143	33	1761	33	4	223
INSRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS1	800	0	17	439	6	1	1	37	34	1	148	26	2	0	957	28	0	140	0	6	206	5	906	558	96	486	679	12	0	9
INTS10	1190	1495	489	306	16	2242	271	14	5	1393	1265	7	97	399	1158	1065	373	452	839	1333	2268	1107	1462	767	256	604	62	422	1609	41
INTS12	196	120	0	0	0	0	1000	0	6	109	296	0	2363	0	0	1660	0	538	0	2444	1540	653	1321	0	0	18	0	8	0	1832
INTS2	201	0	1213	0	19	1564	15	46	0	112	376	2108	927	0	473	25	15	628	29	64	19	554	1530	6	11	49	1	166	1	108
INTS3	450	62	100	46	982	148	232	834	4	216	376	74	1024	8	62	40	816	324	112	66	840	326	442	2	132	52	12	6	24	100
INTS4	154	87	1940	717	6	473	42	16	656	319	32	36	12	208	1137	48	2759	180	13	201	1096	5	318	0	64	712	0	625	17	0
INTS4P1	0	0	81	0	0	45	20	25	32	0	114	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	10	0
INTS4P2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0
INTS5	0	0	5	0	0	0	344	0	0	188	0	0	0	0	0	0	8	0	0	0	0	0	0	0	32	0	0	0	0	0
INTS6	1421	269	239	1043	529	565	149	359	127	381	200	2515	99	3285	328	666	2490	49	264	771	817	2727	171	64	157	1927	20	961	237	510
INTS6L	0	0	0	0	38	0	0	0	0	0	0	0	0	6	0	0	1610	1	0	0	0	0	0	0	0	0	0	0	0	0
INTS6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS7	2209	6600	142	126	1131	51	618	4	177	160	1941	4	0	903	0	1	35	517	421	639	420	364	6	742	39	1020	43	932	2	25
INTS8	973	81	112	559	550	171	915	5791	32	13	25	106	68	976	41	101	4336	1362	56	19	434	1272	68	1174	35	31	438	1407	910	50
INTS9	561	1662	0	0	0	0	401	0	191	0	17	0	0	0	0	0	36	0	2	0	85	1124	0	0	0	2252	2941	56	0	2
INTU	1467	496	639	377	1222	1529	453	2695	915	273	139	281	369	19	582	505	503	139	1713	427	359	706	2131	228	390	497	119	375	59	158
INVS	370	0	0	0	0	0	0	0	166	265	0	0	0	0	394	0	0	159	434	0	99	62	68	0	0	70	0	1	0	9
IP6K1	1341	94	0	0	0	0	0	98	469	127	153	0	29	18	118	0	0	0	0	89	0	11	1003	0	2	1027	1514	629	0	0
IP6K2	5175	4431	85	121	2382	3643	2133	1203	4619	619	1953	1127	2995	359	495	2202	2878	450	1303	1976	2335	3542	3985	200	29	1270	30	991	2807	1293
IP6K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPCEF1	9	22	0	11	0	1	0	18	10	3	0	2	7	0	0	6	4	3	3	0	1	1	2	7	36	10	0	0	2	0
IPMK	767	1	0	69	0	838	417	4	0	15	0	0	2	0	0	0	62	0	8	24	306	0	930	2	1	0	0	0	0	100
IPMKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO11	421	8	1	0	0	3188	439	704	16	209	1147	313	1682	0	0	1151	0	303	0	18	829	34	4	1240	2	811	0	126	0	0
IPO13	0	1	1	0	0	0	574	1320	0	0	42	0	0	0	703	91	0	1	0	0	2059	66	0	1916	95	0	0	36	51	0
IPO4	275	927	124	1512	0	7	876	190	256	133	138	0	2101	633	561	622	0	1099	0	8	1472	949	995	1016	177	1032	0	217	121	574
IPO5	14299	11098	899	1266	919	105	6730	6871	1828	1720	6831	71	2589	8724	2756	1242	2585	3424	105	12816	7180	6084	10310	3196	733	19139	143	1159	1260	3340
IPO5P1	288	0	36	73	34	29	12	257	400	9	33	64	79	1	12	196	29	33	40	31	38	65	1	27	15	42	0	4	1	0
IPO7	13438	2042	709	266	649	411	4581	2312	1202	2156	1379	10	1379	4886	475	883	770	2121	2791	4219	3274	99	1720	482	29	1436	776	1360	801	2303
IPO7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO7P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	1	0	0	1	0	0	0	0	0	0	0
IPO8	231	0	13	5	1745	15	48	2	21	435	78	1325	10	3	14	445	2	3	17	53	61	2	1	0	6	166	0	26	0	9
IPO8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	10	1	0	0	0	0	0	0	0
IPO9	2824	3258	126	1431	3122	1810	1590	393	1174	437	1697	51	1496	102	1005	517	1397	608	920	1386	3013	2872	4696	20	165	3105	2	501	1	1341
IPP	182	85	20	88	7	3	6	0	275	97	11	111	10	0	9	21	1211	362	59	19	26	1055	0	10	12	5	0	4	2	16
IPPK	0	0	0	0	0	0	444	0	0	137	172	0	0	0	1001	0	0	0	1	774	57	3	567	0	138	0	0	144	0	0
IPPKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
IQCA1	0	794	0	0	0	0	0	0	1116	2	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0
IQCA1L	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IQCB1	2642	0	0	1	12	3348	1041	141	53	591	2285	0	0	0	0	887	3031	352	0	708	853	0	1323	9	204	4005	0	754	1171	2047
IQCB2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCC	503	9	130	1	4	57	8	65	0	507	232	30	21	0	676	7	19	5	4	35	15	43	1168	69	17	1291	2	7	4	1
IQCD	938	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	353	0	11	12	0
IQCE	287	4	31	34	1	67	9	9	4	4	29	1	0	0	13	66	3	5	2	38	24	3	1	2	16	8	0	4	1	0
IQCF1	0	0	0	0	315	0	13	92	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
IQCF3	0	0	2	11	0	0	0	0	12	4	10	0	32	0	32	0	1	0	0	4	14	43	21	0	8	49	0	2	0	0
IQCF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCG	182	10	70	49	267	88	37	29	141	16	13	81	118	33	17	11	7	4	6	38	632	33	1586	413	52	41	28	6	520	922
IQCH	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	75	0	1	0	1	0	0	0	0	0
IQCJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCK	1495	801	8	0	0	58	0	39	0	27	1	89	1080	0	1	59	0	38	1	49	10	742	0	44	14	47	0	0	68	0
IQGAP1	2930	494	484	279	5408	5692	3391	1826	654	1233	4789	10	6303	4	1134	5372	152	448	1916	4442	3659	3352	5837	614	431	1926	3404	663	2361	1147
IQGAP2	2753	561	88	1	254	1171	4690	3279	1060	3111	2143	9	6	0	1382	123	1263	1077	2670	2678	225	2201	2912	350	301	2220	0	430	549	422
IQGAP3	2324	1433	2951	1300	1106	1309	139	49	2066	0	138	123	247	314	0	14	301	174	1068	42	592	103	673	328	216	3	540	22	0	27
IQSEC1	0	0	0	183	1144	0	0	0	0	155	0	0	1701	1	371	4	0	18	0	156	0	14	344	96	1	155	0	0	0	0
IQSEC2	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IQSEC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQSEC3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQUB	0	0	0	0	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK1	736	0	4	115	4	558	6	14	8	4	5	49	17	0	0	0	0	22	838	522	226	9	0	3	5	42	0	6	11	0
IRAK1BP1	121	26	7	259	15	172	11	27	18	67	49	29	29	56	519	54	2	8	10	40	9	6	23	14	23	27	42	1	3	3
IRAK2	29	4	1	68	15	106	16	3	17	53	1027	3	7	0	15	6	8	34	0	21	1152	0	12	0	51	7	0	557	0	2
IRAK3	15	2	34	10	12	14	3	4	9	12	1	23	1	0	16	1	0	16	2	8	2	1	5	2	2	0	1	0	3	0
IRAK4	1458	41	64	43	23	101	23	13	0	96	12	10	12	0	94	10	28	8	267	8	26	30	6	4	62	37	2	9	1	490
IREB2	1481	1563	488	986	337	179	1202	3049	1290	1198	1343	313	2132	5282	434	995	15	854	554	1394	1275	246	516	1378	447	965	1851	753	22	1047
IRF1	180	52	240	110	5	241	69	169	80	340	158	106	46	2386	15	55	15	24	97	131	94	74	40	82	82	42	69	10	9	41
IRF2	11	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	2	0	0	0	6	0
IRF2BP1	0	0	0	79	14	0	0	53	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	3	0	0	0	49	1
IRF2BP2	730	96	0	0	440	105	0	3355	1064	36	132	83	4	1402	6	0	0	0	2	127	682	590	523	990	9	1233	0	154	0	21
IRF2BPL	3605	422	44	173	226	499	59	45	151	231	17	827	280	269	39	232	97	384	72	7	158	10	1650	257	822	35	4	130	246	383
IRF3	1692	191	9	36	40	28	10	181	1069	130	72	37	16	248	846	1208	22	698	61	26	1000	165	1283	33	53	409	157	556	16	1024
IRF4	1	6	0	0	0	5	0	2	0	0	0	1	0	0	1	13	0	0	0	5	1	1	0	7	2	9	19	0	0	0
IRF5	13	3	3	11	0	0	4	0	0	0	7	2	1	0	0	6	0	1	0	19	16	4	0	0	4	10	0	0	3	5
IRF5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF6	1489	0	80	118	2373	5	1	29	32	1	0	0	4	0	1439	0	953	35	0	9	7	0	4	461	7	4	0	2	3	1
IRF7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	10	0	0	0	0	0	0	0	0
IRF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
IRF9	1378	12	43	20	6	739	54	391	7	53	112	84	19	0	81	3	24	14	187	113	49	40	71	57	84	24	1	15	4	29
IRGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRGM	0	0	0	0	1	16	6	5	0	16	9	0	29	0	0	0	0	1	1	12	10	2	0	0	9	133	0	0	0	0
IRGQ	1193	242	630	210	7953	446	794	837	226	425	152	475	937	5352	717	1212	628	1056	215	1651	217	838	3326	1280	209	201	15	51	242	1056
IRS1	1	7	2	10	2	1	0	0	0	0	0	0	1	0	0	0	0	1	26	140	6	0	0	0	132	191	0	0	0	0
IRS2	61	14	8	238	0	5	3	10	4	23	13	4	18	0	3	3	22	8	48	0	1	19	39	11	38	68	5	3	6	20
IRS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX2	487	0	0	0	772	431	3	2	1	874	298	0	0	0	23	765	0	213	0	426	566	0	1204	402	2	207	0	384	24	196
IRX3	0	1	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	1
IRX4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	45	0	0	0	0	78	0	0	15	0	26	0	0
IRX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA1	5395	1057	257	194	925	1614	332	43	1756	1039	1484	102	403	1	302	993	1289	929	0	467	1039	2589	3604	648	388	262	117	295	2	1486
ISCA1P1	497	122	0	0	232	193	20	0	67	78	43	0	183	0	279	476	0	0	0	372	150	0	548	121	0	0	0	3	0	0
ISCA1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA1P3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ISCA1P6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA2	24	14	90	295	773	156	33	444	898	515	19	25	236	0	493	4	998	343	11	569	326	11	549	343	81	46	19	118	13	1
ISCA2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCU	8864	749	2	868	392	2188	707	1948	1731	977	979	12	1866	2620	4029	3187	22	2565	570	216	1180	537	3385	108	40	1812	7	342	728	715
ISCUP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISG15	0	0	2	263	0	2	0	290	0	0	0	0	0	0	354	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0
ISG20	15	1	2	26	43	53	27	24	40	0	1	41	0	0	0	3	0	3	0	18	79	117	0	12	2	21	0	4	8	0
ISG20L2	3268	2824	238	37	3485	1823	1586	3265	376	762	446	133	47	409	719	65	69	1448	119	1664	1451	2192	1178	524	257	3927	116	1041	272	954
ISL1	0	9	0	174	0	0	0	0	537	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ISL2	0	0	441	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISLR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISLR2	38	16	24	7	24	24	16	23	4	5	14	2	0	0	2	3	8	0	0	41	9	28	5	3	12	36	1	0	9	0
ISM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISM2	511	0	0	860	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
ISOC1	4429	23	0	0	0	0	591	0	194	1837	1076	0	1	0	481	1945	3201	483	651	861	1189	745	1343	7	0	820	0	109	0	412
ISOC2	383	0	8	94	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	118	326	8	1	2726	0	0	0
ISPD	151	309	192	25	143	118	31	114	85	286	822	110	97	5	469	21	95	29	58	53	370	24	269	1080	22	97	99	102	3	19
IST1	4865	1784	23	94	3796	2622	712	5553	2615	1124	2304	830	4010	206	845	1211	4113	1222	19	746	2961	2475	2993	66	46	4421	1	1598	14	2420
ISX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISY1	4341	25	80	368	39	18	1440	3	940	651	829	162	19	1901	1472	1135	1384	957	6	1328	2962	753	3057	714	27	2082	3	1106	850	1785
ISY1-RAB43	346	0	0	0	0	0	0	0	807	1	0	0	0	52	1	1	0	0	0	1	10	10	4	0	0	220	0	0	0	0
ISYNA1	2413	130	0	1771	47	0	0	10	2547	165	475	0	0	0	965	691	678	0	0	1780	2111	0	699	528	59	200	0	33	28	18
ITCH	4556	29	1833	30	12	37	114	423	1386	169	310	8	1739	41	16	362	2156	159	883	336	10	2573	2753	605	44	212	1	20	15	97
ITFG1	2	582	5	1	63	501	15	3	311	13	71	2	0	1	73	50	3	10	0	0	1	0	1931	21	38	2	17	7	648	1
ITFG2	681	348	657	74	8	373	135	0	597	414	30	2050	612	5	160	361	0	57	0	414	1071	278	1833	21	64	358	1109	0	2	509
ITGA1	449	21	40	35	21	72	33	82	40	12	35	60	70	4	94	54	17	12	52	30	37	34	13	3	51	44	35	9	5	23
ITGA10	106	52	104	12	14	10	13	38	0	35	12	2	0	0	38	47	11	12	158	8	53	17	18	16	24	27	66	3	6	51
ITGA11	177	9	41	59	12	34	11	36	10	40	19	28	31	4	52	13	7	4	4	72	49	29	24	15	22	86	0	2	0	5
ITGA2	23	41	196	500	7	158	4	1	5	11	5	30	13	0	0	9	8	27	0	18	4	31	15	1	7	72	0	1	12	21
ITGA2B	1	3	89	313	0	23	2	13	9	8	5	4	0	0	2	4	0	6	12	61	1	18	0	3	54	5	0	2	0	4
ITGA3	175	45	111	74	30	128	16	90	147	57	16	298	28	108	150	108	11	26	150	51	82	50	18	7	38	39	171	0	1	0
ITGA4	0	126	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ITGA5	1993	18	729	355	0	0	766	4374	108	135	152	0	2	1	0	1114	0	1079	87	68	1459	1872	1872	305	11	1308	0	174	128	25
ITGA6	7	87	1334	0	153	221	1228	372	1330	1002	0	415	1626	0	114	0	2317	2	1157	0	0	3222	0	852	337	192	1	107	1	82
ITGA7	2	0	0	323	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ITGA8	44	1	4	6	9	5	4	0	0	11	2	0	1	0	0	1	0	0	0	27	2	0	0	5	5	18	0	1	6	5
ITGA9	156	1	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGAD	8	3	9	3	7	18	0	0	0	0	0	11	9	5	6	0	0	0	0	14	4	13	0	0	2	0	0	0	0	0
ITGAE	8226	573	31	435	1196	17	682	1997	2267	558	451	986	15	0	1569	2491	2	427	7	3030	798	498	1248	10	14	2293	0	423	246	704
ITGAL	72	2322	138	13	12	81	28	23	56	33	17	5	0	0	2	6	3	12	86	100	6	40	0	43	47	9	54	0	33	1
ITGAM	0	1	342	0	0	0	0	80	159	0	0	0	0	0	0	0	328	0	3768	0	0	0	0	0	0	0	0	0	0	0
ITGAV	0	0	515	0	0	0	0	308	1	116	0	2658	0	0	23	0	0	0	0	0	0	599	0	0	1	0	0	0	0	0
ITGAX	465	17	126	27	41	40	35	35	42	20	9	104	37	224	5	33	123	38	20	98	30	26	19	13	44	13	103	9	0	12
ITGB1	9456	388	1276	2	91	6	1478	5864	1364	181	3821	92	7184	0	815	1974	1	777	1168	1186	973	2282	1323	2543	221	5028	2250	527	1130	1379
ITGB1BP1	14363	14	0	21	0	589	667	795	715	2335	679	1118	0	0	2158	417	0	4695	626	1529	1928	65	3895	2310	13	5036	0	989	396	39
ITGB1BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0
ITGB1P1	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	52	0	0	0	283	35	296	0	0	0	194	896	0	179	0
ITGB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
ITGB3BP	2503	1389	0	283	1721	1	522	4	923	925	563	245	2010	36	911	3378	1222	10	0	147	59	0	4760	966	51	0	0	429	75	679
ITGB4	1	0	0	1	0	0	0	0	22	0	0	5	0	0	718	0	7	0	0	0	1	20	0	0	0	0	0	0	0	0
ITGB5	1326	252	13	89	1333	2233	0	1890	1466	221	309	3398	3881	2	0	0	2	1116	1236	868	0	228	2786	8	23	2	0	172	0	0
ITGB6	0	0	17	0	0	14	0	0	12	0	0	0	10	0	0	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0
ITGB7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB8	117	75	136	25	94	12	14	156	30	28	35	52	60	4	117	92	54	4	80	99	53	50	9	5	34	45	0	2	14	68
ITGBL1	1	0	0	8	1	51	0	1	1	0	0	0	0	0	47	0	39	0	0	1	0	0	1	0	0	6	0	0	0	0
ITIH1	3	1	0	3	5	0	3	0	23	7	2	0	1	0	0	2	2	0	18	6	5	0	0	9	3	21	0	1	4	1
ITIH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	12	0	0	3	6	0	0	0	86	0	0	0	0	0
ITIH5	112	54	192	297	98	59	85	328	2735	67	31	100	24	7	13	97	9	20	35	57	31	156	31	154	72	119	28	9	7	30
ITIH6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITK	324	79	102	62	81	85	18	107	61	34	22	27	52	2	112	36	30	15	32	74	98	28	12	14	41	100	165	6	13	27
ITLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITLN2	1441	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	371	107	0	0	0	0	0	0	0	0
ITM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ITM2B	933	565	197	378	1390	3773	249	230	704	493	260	3053	4517	1	101	4937	958	1145	481	1094	1543	239	1161	3394	118	1014	1662	756	661	12
ITM2BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ITM2C	380	60	1038	117	1007	44	0	194	714	0	0	363	0	62	292	213	5	0	0	0	10	0	75	36	72	418	342	0	0	306
ITPA	5062	759	177	597	14	338	1371	1222	1924	609	683	508	1872	0	2661	954	3289	1514	147	0	2753	701	4649	438	85	3737	0	403	267	543
ITPK1	268	66	64	188	252	12	14	14	40	94	90	88	0	1068	656	2	78	266	8	616	242	160	0	4	8	112	2	16	6	0
ITPKA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ITPKB	44	10	100	129	34	161	53	23	13	12	7	4	4	0	26	16	42	6	40	23	48	30	81	8	13	56	33	0	6	15
ITPKC	914	0	0	0	0	0	0	0	17	176	0	0	0	1	1572	129	0	0	0	770	15	0	134	0	2	1088	0	315	0	401
ITPR1	0	0	0	0	0	2	40	0	0	0	0	0	0	0	0	3	0	95	0	0	0	12	0	0	0	0	0	0	0	0
ITPR2	113	0	0	0	0	0	0	0	705	0	0	0	0	0	21	0	0	0	0	0	122	0	0	133	3	0	0	0	0	0
ITPR3	0	415	306	54	1538	636	0	0	12	0	0	0	0	816	0	0	1	0	0	0	33	1943	0	0	2	0	0	0	0	0
ITPRIP	773	0	0	0	0	0	0	0	0	0	0	1426	0	0	0	0	0	0	0	0	1	115	0	0	0	0	0	0	0	0
ITPRIPL1	64	27	3083	293	3	11	5	25	34	9	16	11	46	3	8	20	1	34	35	23	17	2	5	1	30	9	1	4	11	2
ITPRIPL2	143	8	110	42	9	13	16	1495	9	51	51	1262	64	4	51	465	64	20	188	34	37	11	789	9	14	52	0	4	1	12
ITSN1	10840	1838	158	2693	1144	1158	2201	3490	303	1205	373	256	25	2	432	1919	2158	1367	866	1644	1880	612	2276	1096	417	2091	18	1847	1452	1431
ITSN2	2387	0	29	941	2	683	1360	37	760	487	420	0	0	1	346	1	0	201	0	1099	1462	254	1723	1286	45	353	0	484	0	197
IVD	731	711	140	111	73	211	778	126	2357	189	337	44	21	3	235	63	72	39	58	800	19	98	127	30	58	114	100	2	37	51
IVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
